0.80;0.62;0.65;0.60;0.55;0.62;0.53;0.60;0.52;0.55;0.62;0.65;0.54;0.61;0.58;0.60;0.57;0.57;0.65;0.56;0.72;0.52;0.57;0.59;0.58;0.63;0.64;0.57;0.54;0.57;0.54;0.56;0.57;0.62;0.58;0.49;0.65;0.66;0.64;0.61;0.62;0.56;0.61;0.63;0.55;0.61;0.58;0.51;0.50;0.54;0.58;0.55;0.59;0.64;0.57;0.56;0.61;0.63;0.63;0.59;0.57;0.63;0.56;0.47
0.62;0.74;0.65;0.63;0.54;0.58;0.54;0.60;0.50;0.59;0.60;0.61;0.56;0.60;0.52;0.64;0.60;0.62;0.61;0.56;0.67;0.52;0.57;0.58;0.58;0.63;0.60;0.58;0.58;0.48;0.59;0.57;0.56;0.58;0.61;0.47;0.66;0.65;0.61;0.56;0.62;0.54;0.58;0.61;0.54;0.61;0.54;0.51;0.57;0.58;0.58;0.55;0.59;0.61;0.58;0.59;0.66;0.59;0.60;0.59;0.58;0.59;0.54;0.48
0.65;0.65;0.95;0.67;0.64;0.61;0.62;0.67;0.68;0.66;0.73;0.74;0.65;0.70;0.64;0.70;0.68;0.71;0.73;0.64;0.73;0.65;0.69;0.70;0.67;0.72;0.79;0.68;0.68;0.59;0.63;0.68;0.66;0.72;0.68;0.57;0.74;0.71;0.71;0.71;0.69;0.66;0.70;0.77;0.63;0.69;0.64;0.64;0.61;0.61;0.64;0.63;0.69;0.67;0.68;0.67;0.78;0.67;0.66;0.65;0.68;0.69;0.64;0.62
0.60;0.63;0.67;0.88;0.59;0.58;0.62;0.66;0.60;0.62;0.64;0.61;0.60;0.60;0.56;0.65;0.59;0.64;0.66;0.60;0.75;0.56;0.62;0.63;0.63;0.68;0.64;0.62;0.60;0.56;0.60;0.61;0.57;0.68;0.66;0.54;0.68;0.69;0.67;0.65;0.61;0.57;0.64;0.66;0.56;0.68;0.59;0.55;0.59;0.54;0.64;0.65;0.60;0.62;0.62;0.65;0.76;0.61;0.61;0.61;0.58;0.67;0.61;0.50
0.55;0.54;0.64;0.59;0.73;0.58;0.52;0.60;0.55;0.54;0.63;0.60;0.54;0.59;0.54;0.57;0.53;0.59;0.61;0.57;0.62;0.53;0.60;0.56;0.59;0.61;0.69;0.56;0.54;0.46;0.50;0.53;0.52;0.62;0.57;0.48;0.58;0.57;0.58;0.62;0.57;0.48;0.55;0.60;0.52;0.59;0.54;0.55;0.53;0.49;0.57;0.51;0.57;0.58;0.57;0.57;0.61;0.62;0.57;0.53;0.56;0.61;0.50;0.50
0.62;0.58;0.61;0.58;0.58;0.73;0.51;0.63;0.54;0.51;0.61;0.54;0.53;0.60;0.57;0.61;0.57;0.56;0.61;0.56;0.68;0.52;0.60;0.54;0.60;0.64;0.63;0.55;0.58;0.52;0.51;0.55;0.55;0.61;0.63;0.47;0.63;0.62;0.63;0.62;0.60;0.51;0.56;0.58;0.50;0.57;0.56;0.54;0.54;0.53;0.55;0.54;0.56;0.60;0.54;0.53;0.64;0.59;0.59;0.57;0.59;0.63;0.52;0.47
0.53;0.54;0.62;0.62;0.52;0.51;0.68;0.60;0.52;0.52;0.59;0.58;0.52;0.55;0.49;0.55;0.55;0.61;0.64;0.57;0.62;0.50;0.56;0.59;0.55;0.58;0.57;0.56;0.57;0.50;0.54;0.53;0.49;0.57;0.58;0.50;0.56;0.57;0.62;0.55;0.57;0.51;0.55;0.53;0.52;0.54;0.52;0.46;0.50;0.54;0.54;0.58;0.51;0.56;0.57;0.54;0.60;0.55;0.53;0.53;0.55;0.54;0.53;0.47
0.60;0.60;0.67;0.66;0.60;0.63;0.60;0.82;0.63;0.59;0.66;0.62;0.56;0.59;0.61;0.61;0.62;0.63;0.66;0.63;0.70;0.56;0.63;0.60;0.65;0.67;0.69;0.62;0.61;0.54;0.61;0.58;0.60;0.66;0.66;0.49;0.68;0.70;0.62;0.61;0.66;0.58;0.62;0.68;0.60;0.64;0.57;0.55;0.55;0.59;0.61;0.60;0.54;0.64;0.60;0.61;0.71;0.65;0.58;0.60;0.64;0.63;0.60;0.48
0.52;0.50;0.68;0.60;0.55;0.54;0.52;0.63;0.72;0.53;0.62;0.60;0.53;0.56;0.58;0.60;0.57;0.59;0.64;0.56;0.65;0.53;0.56;0.60;0.58;0.62;0.66;0.58;0.50;0.49;0.54;0.56;0.58;0.63;0.57;0.47;0.57;0.60;0.59;0.58;0.56;0.53;0.61;0.62;0.53;0.59;0.52;0.57;0.50;0.46;0.50;0.52;0.54;0.58;0.56;0.55;0.63;0.59;0.53;0.51;0.56;0.62;0.56;0.50
0.55;0.59;0.66;0.62;0.54;0.51;0.52;0.59;0.53;0.77;0.61;0.58;0.54;0.55;0.48;0.63;0.62;0.59;0.54;0.59;0.65;0.52;0.54;0.62;0.57;0.58;0.61;0.60;0.57;0.44;0.58;0.52;0.57;0.60;0.60;0.51;0.61;0.65;0.60;0.58;0.59;0.56;0.56;0.60;0.54;0.60;0.51;0.50;0.53;0.56;0.55;0.50;0.55;0.55;0.56;0.60;0.67;0.59;0.59;0.55;0.58;0.50;0.57;0.47
